Summons Number,Plate ID,Registration State,Plate Type,Issue Date,Violation Code,Vehicle Body Type,Vehicle Make,Issuing Agency,Street Code1,Street Code2,Street Code3,Vehicle Expiration Date,Violation Location,Violation Precinct,Issuer Precinct,Issuer Code,Issuer Command,Issuer Squad,Violation Time,Time First Observed,Violation County,Violation In Front Of Or Opposite,House Number,Street Name,Intersecting Street,Date First Observed,Law Section,Sub Division,Violation Legal Code,Days Parking In Effect    ,From Hours In Effect,To Hours In Effect,Vehicle Color,Unregistered Vehicle?,Vehicle Year,Meter Number,Feet From Curb,Violation Post Code,Violation Description,No Standing or Stopping Violation,Hydrant Violation,Double Parking Violation
7061109026,GWE 6421.00,NY,PAS,11/04/2016,21,SUBN,TOYOT,T,34190,10610,10810,20170128,13,13,13,361380,T102,A,0910A,,NY,F,252,W 21st St,,0,408,d1,,Y  Y,0900A,1030A,BK,,2014,,0,D 17,21-No Parking (street clean),,,
7191990831,AA00234,CT,PAS,07/02/2016,14,SUBN,HONDA,T,0,0,0,88880088,45,45,45,331666,T801,A,1151P,,BX,I,N,Erskine Pl,0ft E/of De Reimer A,0,408,c,,YYYYYYY,,,GREY,,0,,0,F 21,14-No Standing,,,
7079881500,GXU5070,NY,PAS,04/29/2017,37,SUBN,ME/BE,T,49690,24740,24790,20190413,103,103,103,363116,T402,D,0347P,0336P,Q,F,172-12,Hillside Ave,,0,408,h1,,Y,0830A,0700P,TN,,2006,408-1871,0,43,37-Expired Muni Meter,,,
8532406476,8CE6308,MD,PAS,06/02/2017,40,4DSD,INFIN,T,36530,10610,10810,20180288,32,32,32,340095,T800,A2,0947P,,NY,F,206,W 138th St,,0,408,e2,,YYYYYYY,,,GREY,,0,,6,E,40-Fire Hydrant,,,
8515865737,AJ08289,CT,PAS,04/12/2017,38,4DSD,AUDI,T,15710,35210,35230,88880088,20,20,20,356314,T103,H,0642P,,NY,O,265,Columbus Ave,,0,408,h1,,YYYYY,1000A,0700P,BLACK,,0,,0,61,38-Failure to Display Muni Rec,,,
7813887440,44267JZ,NY,COM,08/12/2016,14,VAN,FORD,T,18290,25390,27790,20161231,20,20,20,358194,T503,E1,0318P,,NY,O,30,E 65th St,,0,408,c,,YYYYYYY,,,WHITE,,2008,,0,CC1,14-No Standing,,,
4629224075,28874LV,NY,OML,01/06/2017,36,SUBN,DODGE,V,0,0,0,0,,0,0,0,,,0914A,,BK,,,WB FLATLANDS AVE @ E,77TH ST,0,1180,B,T,,,,WH,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8070097437,T62GJP,NJ,PAS,09/18/2016,19,PICK,DODGE,T,36870,31190,11710,88888888,30,30,30,354084,T103,L,0257P,,NY,F,455,W 155th St,,0,408,c3,,YYYYYYY,,,GREY,,0,,0,M 77,19-No Stand (bus stop),,,
7036998684,VML8110,VA,PAS,02/21/2017,20,4DSD,BMW,T,62990,0,0,20170288,103,103,103,363493,T402,S,0123P,,Q,I,N,Tuskegee Airman Way,50ft E/of Guy R Brew,0,408,d,,YYYYYYY,,,BLUE,,0,,0,F,20A-No Parking (Non-COM),,,
7764794314,HFP4684,NY,PAS,08/05/2016,24,4DSD,AUDI,T,23070,51090,28265,20170206,103,103,103,363519,T402,C,1141A,,Q,F,92-16,147th Pl,,0,408,d5,,YYYYY,0800A,0600P,TN,,2012,,0,11 4,24-No Parking (exc auth veh),,,
8543401689,HCP8932,NY,PAS,04/18/2017,50,4DSD,NISSA,T,0,0,0,20171115,61,61,61,359576,T302,B,0908A,,K,I,E,E 18th St,0ft S/of Gravesend N,0,408,e5,,YYYYYYY,,,GY,,2015,,0,34,50-Crosswalk,,,
4622234488,XX120W,NJ,PAS,07/13/2016,36,VAN,FORD,V,0,0,0,0,,0,0,0,,,0935A,,QN,,,SB WOODHAVEN BLVD @,FURMANVILLE AVE,0,1180,B,T,,,,WT,,2011,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8476768746,91599ME,NY,COM,04/13/2017,69,REFG,HIN,T,25390,17530,17550,20180131,13,13,13,358245,T102,C,1152A,,NY,F,72,Madison Ave,,0,408,h1,,Y,0700A,0700P,WH,,2015,,0,4,69-Failure to Disp Muni Recpt,,,
7084261187,FZN7149,NY,PAS,08/24/2016,37,SUBN,TOYOT,T,28830,14080,24850,20180510,70,70,70,363061,T302,K,0511P,0458P,K,F,1388,Coney Island Ave,,0,408,h1,,YYYYY,0800A,0700P,BK,,2015,315-3014,0,05 3,37-Expired Muni Meter,,,
7646792536,T686872C,NY,OMT,09/14/2016,71,4DSD,NISSA,T,27300,36420,70720,20161130,52,52,52,363996,T202,F,0128P,,BX,F,224,E 188th St,,0,408,j6,,YYYYYYY,,,BK,,2015,,0,28 2,71A-Insp Sticker Expired (NYS),,,
7047095822,HLD7424,NY,PAS,04/07/2017,21,4DSD,TOYOT,T,40090,18490,18590,20190216,110,110,110,356236,T401,L,0806A,,Q,F,92-21,Corona Ave,,0,408,d1,,Y,0800A,0830A,BL,,1999,,0,S,21-No Parking (street clean),,,
8554356639,HAL3201,NY,PAS,05/23/2017,46,4DSD,HONDA,T,19940,57790,8440,20190325,115,115,115,358586,T401,U,1001A,,Q,F,Jun-33,106th St,,0,408,f1,,YYYYYYY,,,GY,,2002,,0,17,46A-Double Parking (Non-COM),,,
8473630373,923156N,NJ,PAS,03/21/2017,21,SUBN,TOYOT,T,9890,8440,8590,88888888,114,114,114,365316,T401,P,1227P,,Q,F,34-29,43rd St,,0,408,d1,,Y  Y,1130A,0100P,WHITE,,0,,0,26,21-No Parking (street clean),,,
7816795701,GND8994,NY,PAS,11/05/2016,37,4DSD,HONDA,T,22890,27590,11610,20180318,7,7,7,363951,T101,F,0629P,0622P,NY,F,72,Hester St,,0,408,h1,,Y,0900A,0700P,BL,,2011,102-3126,0,75 1,37-Expired Muni Meter,,,
8477906040,DUMBO,NY,SRF,03/08/2017,31,SUBN,ROVER,T,17410,13610,27800,20180531,13,13,13,355079,T102,H,0922A,,NY,F,17,E 21st St,,0,408,l3,,YYYYY,0800A,0600P,GY,,2008,,0,99,31-No Stand (Com. Mtr. Zone),,,
4632906438,GTB2097,NY,PAS,04/24/2017,36,SUBN,ME/BE,V,0,0,0,0,,0,0,0,,,1226P,,QN,,,WB NORTHERN BLVD @ 1,12TH ST,0,1180,B,T,,,,GY,,2007,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
1417865507,77993JV,NY,COM,02/06/2017,21,VAN,GMC,S,0,40404,40404,20170531,1,1,0,554829,MN01,0,0931A,,NY,F,39,BAYYERY PL,,0,408,D1,,YBBYBBB,0900A,1030A,WHITE,0,2013,-,0,,,,,
8151563965,HFD4826,NY,PAS,09/09/2016,21,4DSD,TOYOT,T,93230,67030,58730,20180331,79,79,79,332408,T301,L,0820A,,K,F,450,Willoughby Ave,,0,408,d1,,Y  Y,0800A,0930A,BK,,1994,,0,J 31,21-No Parking (street clean),,,
8489721312,49734MA,NY,COM,04/04/2017,14,DELV,KENWO,T,46190,57900,13990,20180131,104,104,104,363965,T402,C,0807A,,Q,F,66-94,Fresh Pond Rd,,0,408,c,,YYYYYYY,,,RED,,2011,,0,25,14-No Standing,,,
1413709760,DGN6881,NY,PAS,09/02/2016,21,SDN,CHEVR,P,9790,7240,7540,20170618,114,114,114,959825,114,0,1008A,,Q,O,4¤ë25¤é,42 ST,,0,408,E5,,BYBBYBB,0930A,1100A,BLUE,0,2009,-,0,,,,,
8511501113,FBP6836,NY,PAS,02/16/2017,74,SUBN,HONDA,T,29690,36710,36730,20180526,30,30,30,330291,T103,AA,0814A,,NY,O,700,Riverside Dr,,0,408,j2,,YYYYYYY,,,GY,,2003,,0,M,74-Missing Display Plate,,,
7393476988,GGR9506,NY,PAS,07/20/2016,70,4DSD,AUDI,T,0,0,0,20150621,50,50,50,361794,T201,Q,0617P,,BX,I,N,Manhattan College Pk,35ft E/of Broadway,0,408,j3,,YYYYYYY,,,BL,,2013,,0,V 21,70A-Reg. Sticker Expired (NYS),,,
8465012489,HFK6846,NY,PAS,11/25/2016,20,4DSD,SUBAR,T,19690,0,0,20180325,106,106,106,363519,T402,C,0911A,,Q,I,E,103rd St,50ft N/of Liberty Av,0,408,d,,YYYYY,0800A,0600P,GY,,2015,,0,37 4,20A-No Parking (Non-COM),,,
8520571347,848SSCV,CT,CMB,06/09/2017,38,SUBN,NS/OT,T,15710,35510,35530,20170088,24,24,24,354125,T103,Q,0457P,,NY,F,566,Columbus Ave,,0,408,h1,,Y,0900A,0700P,RED,,0,,0,C,38-Failure to Display Muni Rec,,,
7926615596,12411JY,NY,COM,09/12/2016,38,VAN,CHEVR,T,45590,18610,18630,88888888,19,19,19,363110,T103,N,0250P,,NY,F,1550,York Ave,,0,408,h1,,Y,0800A,0700P,WHITE,,2007,,0,01 7,38-Failure to Display Muni Rec,,,
8526732663,ASV2478,NY,PAS,06/22/2017,24,4DSD,TOYOT,T,59820,66320,56920,20170925,43,43,43,363944,T201,H,1135A,,BX,F,1560,Purdy St,,0,408,d5,,YYYYY,0700A,0400P,GY,,2005,,0,4,24-No Parking (exc auth veh),,,
8440509546,49317JX,NY,COM,10/29/2016,14,VAN,FORD,T,33390,24095,29440,20181021,1,1,1,362532,T105,J,0849A,,NY,F,90,Washington St,,0,408,c,,YYYYYYY,,,BL,,2008,,0,16,14-No Standing,,,
4626546109,39999MB,NY,COM,11/07/2016,36,VAN,ME/BE,V,0,0,0,0,,0,0,0,,,0215P,,BX,,,SB GRAND CONCOURSE @,E KINGSBRIDGE RD,0,1180,B,T,,,,WH,,2011,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8210512134,GXM8761,NY,PAS,07/01/2016,37,4DSD,ME/BE,T,51790,9440,9440,20170820,110,110,110,355150,T401,G,0337P,0322P,Q,F,40-18A,Junction Blvd,,0,408,h1,,Y,0800A,0700P,BL,,2015,422-1276,0,15 4,37-Expired Muni Meter,,,
8473154551,XS465D,NJ,PAS,10/27/2016,46,DELV,MITSU,T,11710,35610,35630,88880088,24,24,24,357097,T103,J,0232P,,NY,F,673,Amsterdam Ave,,0,408,F1,,,,,BLACK,,0,,0,50 7,46B-Double Parking (Com-100Ft),,,
7034978219,GHK9710,NY,PAS,09/21/2016,38,SUBN,CHEVR,T,54070,30930,62330,20170626,71,71,71,363987,T302,I,0320P,,K,F,386,Kingston Ave,,0,408,h1,,Y,0900A,0700P,GY,,2016,,0,28 3,38-Failure to Display Muni Rec,,,
8511286664,30330MC,NY,COM,06/17/2017,37,VAN,FORD,T,25390,18690,18710,20180228,19,19,19,355417,T103,H,1024A,0927A,NY,F,1169,Madison Ave,,20170617,408,h1,,Y,0800A,0700P,WH,,2006,127-3005,0,16,37-Expired Muni Meter,,,
8533873610,HBZ9785,NY,PAS,05/16/2017,20,2DSD,FORD,T,46730,40030,25330,20171101,83,83,83,358147,T301,L,0711A,,K,F,1136,Halsey St,,0,408,d,,Y Y Y,0700A,0700P,BL,,2009,,0,Q,20A-No Parking (Non-COM),,,
8018756946,7HG44,AL,PAS,08/29/2016,20,4DSD,HYUND,T,36420,29220,27420,20160888,52,52,52,362566,T201,K,0129P,,BX,F,2530,Grand Concourse,,0,408,d,,YYYYYYY,,,BLACK,,0,,0,44 2,20A-No Parking (Non-COM),,,
4631696527,EVN1748,NY,PAS,03/13/2017,36,SUBN,CHEVR,V,0,0,0,0,,0,0,0,,,1034A,,QN,,,NB 164TH ST @ 71ST A,VE,0,1180,B,T,,,,LTBR,,2010,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
4628610046,59654MG,NY,COM,12/21/2016,36,VAN,FORD,V,0,0,0,0,,0,0,0,,,0921A,,BK,,,WB EASTERN PKWY @ CL,ASSON AVE,0,1180,B,T,,,,BK,,2015,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8344008256,DHJ5741,NY,PAS,09/03/2016,38,SUBN,HONDA,T,67730,67830,22680,20170928,60,60,60,361332,T302,F,1131A,,K,F,3049,Ocean Pky,,0,408,h1,,Y,0900A,0700P,RD,,2013,,0,41 3,38-Failure to Display Muni Rec,,,
7768685120,FJA9910,NY,PAS,10/17/2016,20,SUBN,TOYOT,T,17390,13113,31710,20170307,13,13,13,331220,T102,A,0706A,,NY,F,430,E 20th St,,0,408,d,,Y,0700A,0600P,BK,,2005,,0,G 17,20A-No Parking (Non-COM),,,
1413687738,25570MC,NY,COM,09/06/2016,46,DELV,DODGE,P,8590,59590,44790,20180531,109,109,109,961395,109,0,0432P,,Q,F,134-03,35 AVE,,0,408,F1,,BBBBBBB,ALL,ALL,YELLO,0,2006,-,0,,,,,
5094759954,GLB8157,NY,PAS,12/19/2016,7,SUBN,JEEP,V,0,0,0,0,,0,0,0,,,0558A,,BK,,,86TH ST (E/B) @ 7TH,AVE,0,1111,D,T,,,,GY,,2009,,0,,FAILURE TO STOP AT RED LIGHT,,,
8561455706,JEHIEL,NY,SRF,05/31/2017,20,2DSD,NISSA,T,46630,0,0,20180313,112,112,112,365342,T402,J,0433P,,Q,I,N,Gerard Pl,50ft W/of 69th Rd,0,408,d,,Y,0800A,0600P,BK,,2009,,0,4,20A-No Parking (Non-COM),,,
8551867635,EJY9809,NY,PAS,06/15/2017,21,SUBN,HONDA,T,35730,0,0,20180619,70,70,70,331331,T302,M,0839A,,K,I,W,E 21st St,10ft N/of Church Ave,0,408,d1,,Y  Y,0830A,1000A,RD,,2005,,0,G,21-No Parking (street clean),,,
8548503257,GWB7005,NY,PAS,05/01/2017,71,4DSD,DODGE,T,6880,28830,35180,20181229,70,70,70,349483,T302,D,0446P,,K,F,3723,18th Ave,,0,408,j6,,YYYYYYY,,,GY,,2014,,0,9,71A-Insp Sticker Expired (NYS),,,
7441946736,GMT8049,NY,PAS,02/27/2017,20,4DSD,DODGE,T,27590,0,0,20180130,106,106,106,362204,T402,N,0610A,,Q,I,N,Albert Rd,40ft E/of 99th Pl,0,408,d,,YYYYYYY,,,GY,,2007,,0,T,20A-No Parking (Non-COM),,,
8505564479,99828MC,NY,COM,03/07/2017,46,VAN,DODGE,T,10410,0,0,88880088,6,6,6,361841,T105,C,1200P,,NY,I,W,5th Ave,80ft S/of W 14th St,0,408,F1,,YYYYYYY,,,WHITE,,2006,,0,68,46B-Double Parking (Com-100Ft),,,
8104553239,HHG5974,NY,PAS,02/11/2017,38,4DSD,FORD,T,23230,38630,29930,20180717,83,83,83,362220,T301,P,0355P,,K,F,1639,Broadway,,0,408,h1,,Y,0900A,0700P,GY,,1999,,0,12,38-Failure to Display Muni Rec,,,
7803916818,2405692,PA,PAS,09/30/2016,21,SUBN,SUBAR,T,64230,91230,30630,20160088,60,60,60,353156,T302,M,0740A,,K,F,1606,Neptune Ave,,0,408,d1,,Y  Y,0730A,0800A,BLUE,,0,,0,B2 3,21-No Parking (street clean),,,
8505255379,M70HGT,NJ,PAS,01/27/2017,37,4DSD,BMW,T,33930,10410,25190,88880088,6,6,6,362606,T105,N,0900P,0812P,NY,F,9,W 8th St,,20170127,408,h1,,Y,0800A,1100P,WHITE,,0,114-3013,0,5,37-Expired Muni Meter,,,
4625956213,GFM3693,NY,PAS,10/27/2016,36,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,0226P,,BK,,,NB FLATBUSH AVE @ AV,E M,0,1180,B,T,,,,GY,,2016,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8528912840,HNY5206,NY,PAS,04/21/2017,74,SUBN,GMC,T,22920,16620,65220,20190330,47,47,47,364915,T201,L,1222P,,BX,O,3221,Cruger Ave,,0,408,j2,,YYYYYYY,,,BK,,2003,,0,16,74A-Improperly Displayed Plate,,,
8172060956,HJY5787,NY,PAS,03/24/2017,21,SUBN,NISSA,T,35230,14280,14330,20180718,70,70,70,357745,T302,N,1224P,,K,O,1440,E 10th St,,0,408,d1,,Y,1130A,0100P,BLACK,,2016,,0,2,21-No Parking (street clean),,,
1418741530,HMN1703,NY,PAS,04/01/2017,40,SUBN,NISSA,P,10080,7230,17330,20171223,62,62,62,958752,62,0,0413A,,K,F,2131,71 STREET,,0,408,F7,,BBBBBBB,ALL,ALL,BLACK,0,2015,-,3,,,,,
1387522700,71017JM,NY,COM,08/25/2016,46,VAN,CHEVR,P,89730,42730,13430,20180731,88,88,88,961306,88,0,0540P,,K,F,564,WASHINGTON AVE,,0,408,E5,,BBBBBBB,ALL,ALL,WHITE,0,2009,-,0,,,,,
4623393240,HJV1113,NY,PAS,09/14/2016,36,SUBN,GMC,V,0,0,0,0,,0,0,0,,,0242P,,BX,,,WB BRUCKNER BLVD @ M,ORRISON AVE,0,1180,B,T,,,,WH,,2003,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8251031485,HJP5565,NY,PAS,10/04/2016,16,4DSD,CHEVR,T,30790,10510,32685,20180724,1,1,1,361375,T105,C,0530P,,NY,F,233,Spring St,,0,408,k2,,YYYYY,0800A,0600P,BK,,2008,,0,72,16A-No Std (Com Veh) Non-COM,,,
1406927442,BLANKPLATE,99,999,08/20/2016,46,SDN,,P,73030,90880,32600,0,62,62,62,938416,62,0,0612P,,K,O,150,QUENTIN RD,,0,408,F1,,BBBBBBB,ALL,ALL,BLK,0,0,-,0,,,,,
8077581614,XAYF77,NJ,PAS,02/27/2017,21,DELV,GMC,T,35470,14510,15710,88880088,24,24,24,365335,T103,G,0850A,,NY,F,27,W 85th St,,0,408,d1,,Y  Y,0830A,1000A,WHITE,,0,,0,37,21-No Parking (street clean),,,
5094670736,AXU4790,NY,PAS,12/11/2016,7,4DSD,NISSA,V,0,0,0,0,,0,0,0,,,1249P,,QN,,,NORTHERN BLVD (W/B),@ MARATHON PKWY,0,1111,D,T,,,,GY,,2006,,0,,FAILURE TO STOP AT RED LIGHT,,,
8120016294,68218MG,NY,COM,12/13/2016,47,VAN,NS/OT,T,10210,17630,17650,20170228,13,13,13,347687,T506,B,1039A,,NY,F,472,3rd Ave,,0,408,l2,,Y,0700A,0700P,BLACK,,2015,,0,14 6,47-Double PKG-Midtown,,,
4623083550,FZM1848,NY,PAS,09/08/2016,36,4DSD,HONDA,V,0,0,0,0,,0,0,0,,,0229P,,MN,,,NB BROADWAY @ W 196T,H ST,0,1180,B,T,,,,BL,,1994,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
7381087881,ETP1967,NY,PAS,08/04/2016,21,4DSD,HYUND,T,28990,14810,14890,20170615,112,112,112,363965,T402,D,0848A,,Q,O,70-42,Austin St,,0,408,d1,,Y,0830A,0900A,BL,,2015,,0,06 4,21-No Parking (street clean),,,
8345018233,XADY93,NJ,PAS,09/13/2016,37,VAN,NISSA,T,24890,18470,18490,88880088,19,19,19,361037,T103,R,0130P,1219P,NY,F,1043,Lexington Ave,,0,408,h1,,YYYYY,1000A,0700P,WHITE,,0,127-3003,0,61 7,37-Expired Muni Meter,,,
8561603562,GUM5490,NY,PAS,06/08/2017,21,SUBN,SUBAR,T,61490,12990,13040,20181125,112,112,112,331074,T402,Z,0857A,,Q,O,63-62,Saunders St,,0,408,d1,,Y,0830A,1000A,BK,,2013,,0,1,21-No Parking (street clean),,,
8564650320,29222MK,NY,COM,05/05/2017,14,VAN,FORD,T,0,0,0,88880088,103,103,103,358839,T402,B,1027A,,Q,I,W,148th St,30ft N/of 88th Ave,0,408,c,,YYYYYYY,,,WHITE,,0,,0,12,14-No Standing,,,
8507861787,HMY3697,NY,PAS,04/10/2017,71,SUBN,LEXUS,T,19690,14310,25890,20190119,5,5,5,359633,T101,C,0947A,,NY,F,63,E Broadway,,0,408,j6,,YYYYYYY,,,GY,,2005,,0,29,71A-Insp Sticker Expired (NYS),,,
8100540172,88700JA,NY,COM,02/23/2017,40,DELV,FRUEH,T,41390,49490,42190,88888888,107,107,107,358569,T402,S,0432P,,Q,O,175-36,Dalny Rd,,0,408,e2,,YYYYYYY,,,BROWN,,2001,,0,G,40-Fire Hydrant,,,
8151587635,GFC5314,NY,PAS,11/22/2016,21,SUBN,FORD,T,42030,61130,46030,20170128,94,94,94,332408,T301,L,0845A,,K,F,136,Franklin St,,0,408,d1,,Y  Y,0830A,1000A,GY,,2002,,0,U 31,21-No Parking (street clean),,,
8544876754,GBE4270,NY,PAS,05/24/2017,71,4DSD,NISSA,T,38210,44430,41030,20180913,69,69,69,355542,T302,M,1111A,,K,F,763,E 105th St,,0,408,j6,,YYYYYYY,,,BL,,2007,,0,T,71A-Insp Sticker Expired (NYS),,,
8530358399,HLU6261,NY,PAS,04/17/2017,38,SUBN,HONDA,T,77150,57720,68220,20190209,49,49,49,365323,T201,Q,1227P,,BX,F,2212,White Plains Rd,,0,408,h1,,Y,0800A,0700P,GY,,2005,,0,1,38-Failure to Display Muni Rec,,,
8480300255,GHG9797,NY,PAS,11/18/2016,31,4DSD,HYUND,T,10410,17650,17670,0,14,14,14,363557,T102,L,0102P,1200P,NY,F,345,5th Ave,,0,408,l3,,YYYYYY,0800A,1200A,GY,,2013,,0,24 6,31-No Stand (Com. Mtr. Zone),,,
4627864050,AVW6443,NY,PAS,12/09/2016,36,PICK,GMC,V,0,0,0,0,,0,0,0,,,1114A,,ST,,,EB HYLAN BLVD @ TYSE,NS LN,0,1180,B,T,,,,BK,,2014,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8479824712,58910MG,NY,COM,04/21/2017,26,DELV,ISUZU,T,34590,10510,13610,20180228,14,14,14,361118,T106,M,0406P,,NY,O,114,W 41st St,,0,408,c7,,YYYYY,0400P,1200A,WH,,2015,,0,36,26-No Stnd (for-hire veh only),,,
8476754036,5733VQ,ME,PAS,01/28/2017,40,4DSD,CHEVR,T,34270,10610,10810,20170888,13,13,13,358245,T102,C,0223P,,NY,F,207,W 25th St,,0,408,e2,,YYYYYYY,,,BLACK,,0,,6,2,40-Fire Hydrant,,,
8516853275,72100MH,NY,COM,04/12/2017,14,VAN,FORD,T,18510,27790,24890,20171130,19,19,19,332086,T103,O,1035A,,NY,O,111,E 76th St,,0,408,c,,YYYYYYY,,,BL,,2015,,0,58,14-No Standing,,,
8550654115,GYV8496,NY,PAS,05/02/2017,38,SUBN,CADIL,T,35680,14180,14230,20170809,70,70,70,357764,T302,E,1236P,,K,F,1294,E 19th St,,0,408,h1,,YYYYY,0900A,0700P,BK,,2015,,0,2,38-Failure to Display Muni Rec,,,
8327066730,38BR360,AL,PAS,02/23/2017,21,2DSD,HONDA,T,41630,31530,42730,20160788,88,88,88,362231,T301,I,0943A,,K,F,68,Fort Greene Pl,,0,408,d1,,Y,0930A,1100A,BLACK,,0,,0,6,21-No Parking (street clean),,,
1420960260,66604MB,NY,COM,05/11/2017,48,VAN,GMCQ,P,5580,24830,43130,20180531,78,78,78,949751,78,0,1256P,,K,F,256,5TH AVENUE,,0,408,E2,,BBBBBBB,ALL,ALL,WHITE,0,2012,-,0,,,,,
4625564463,HHC5309,NY,PAS,10/21/2016,36,2DSD,HONDA,V,0,0,0,0,,0,0,0,,,0823A,,BK,,,NB NOSTRAND AVE @ AV,E L,0,1180,B,T,,,,BK,,2001,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8474909971,S938464,IA,PAS,01/09/2017,14,SUBN,HONDA,T,34050,10410,10510,20170088,6,6,6,361298,T101,B,1107A,,NY,F,30,W 14th St,,0,408,c,,YYYYYYY,0700A,0400P,SILVE,,0,,0,21,14-No Standing,,,
8282021635,FBD7363,NY,PAS,09/10/2016,71,4DSD,ACURA,T,16310,0,0,20160618,7,7,7,362533,T105,M,1007A,,NY,I,S,Delancey St,75ft E/of Bialystoke,0,408,j6,,YYYYYYY,,,BK,,2007,,0,F 99,71A-Insp Sticker Expired (NYS),,,
1371960501,FEP2455,NY,PAS,07/18/2016,20,SUBN,CHEVR,X,194,61898,0,20160913,,0,835,692,835,0,0340P,0330P,Q,,,FT TILDEN,SERVICE RD,0,408,D5,,BBBBBBB,ALL,ALL,BEIGE,0,2003,-,0,,,,,
8028246722,T703619C,NY,OMT,09/15/2016,13,SUBN,CHEVR,T,27800,0,0,20170531,13,13,13,361379,T102,J,0122P,,NY,I,E,Park Ave South,15ft S/of E 28th St,0,408,c2,,YYYYYYY,,,BK,,2015,,0,07 6,13-No Stand (taxi stand),,,
4629510874,EEC9257,NY,PAS,01/13/2017,36,SUBN,GMC,V,0,0,0,0,,0,0,0,,,0209P,,QN,,,EB BEACH CHANNEL DR,@ BEACH 104TH ST,0,1180,B,T,,,,BK,,2008,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8040125108,AT985A,NJ,PAS,08/29/2016,84,DELV,FRUEH,T,10110,17790,17810,88888888,14,14,14,330593,T106,B,1002A,,NY,O,763,2nd Ave,,0,408,k7,,,,,WHITE,,0,,0,24 6,84-Platform lifts in low posit,,,
8521609796,HMA6778,NY,PAS,04/03/2017,38,SUBN,CADIL,T,0,40404,40404,20181201,28,28,28,356959,T103,M,0404P,,NY,F,1952,Adam Clayton Powell,,0,408,h1,,Y,0900A,0700P,BK,,2009,,0,H,38-Failure to Display Muni Rec,,,
8442517080,KCD4692,PA,PAS,10/06/2016,31,4DSD,INFIN,T,13610,29290,19890,20170588,1,1,1,361057,T105,J,1019A,,NY,O,597,Broadway,,0,408,l3,,YYYYY,0700A,0600P,GREY,,0,,0,10,31-No Stand (Com. Mtr. Zone),,,
8503162726,GOFDX,NY,COM,03/15/2017,46,VAN,NS/OT,T,61090,17540,43290,20170731,115,115,115,365316,T401,P,0254P,,Q,F,86-13,Roosevelt Ave,,0,408,F1,,,,,WHITE,,2008,,0,16,46B-Double Parking (Com-100Ft),,,
8463512264,20410AD,NY,COM,10/28/2016,21,VAN,GMC,T,14810,35780,20190,20170831,112,112,112,361797,T402,B,0847A,,Q,O,107-40,70th Rd,,0,408,d1,,Y,0830A,0900A,MR,,1992,,0,07 4,21-No Parking (street clean),,,
8480572620,GZP8205,NY,PAS,03/28/2017,38,4DSD,TOYOT,T,10610,0,0,20170708,18,18,18,363515,T106,J,0418P,,NY,I,E,7th Ave,10ft S/of W 58th St,0,408,h1,,Y,1000A,1000P,GY,,2015,,0,34,38-Failure to Display Muni Rec,,,
8169543885,HHK8137,NY,PAS,09/14/2016,38,SUBN,VOLVO,T,67030,14180,14230,20180717,63,63,63,356530,T302,C,0147P,,K,O,2580,Nostrand Ave,,0,408,h1,,Y,0900A,0700P,BL,,2017,,0,18 3,38-Failure to Display Muni Rec,,,
8362534679,FLW5550,NY,PAS,04/06/2017,37,SUBN,HONDA,T,24240,18040,51090,20190419,103,103,103,364854,T402,E,0227P,0219P,Q,F,Dec-89,164th St,,0,408,h1,,Y,0900A,0700P,BK,,2016,444-3232,0,19,37-Expired Muni Meter,,,
8524064390,PRF4639,GA,PAS,04/28/2017,46,SUBN,NS/OT,T,37620,26610,26670,20161088,41,41,41,351877,T201,E,1042A,,BX,F,1061,Hall Pl,,0,408,f1,,YYYYYYY,,,WHITE,,0,,0,22,46A-Double Parking (Non-COM),,,
4625979705,EEM6114,NY,PAS,10/28/2016,36,SUBN,TOYOT,V,0,0,0,0,,0,0,0,,,0954A,,QN,,,EB HORACE HARDING EX,PRESSWAY @ PECK AVE,0,1180,B,T,,,,GY,,2006,,0,,PHTO SCHOOL ZN SPEED VIOLATION,,,
8538515603,731762B,TX,PAS,05/15/2017,21,4DSD,VOLKS,T,89030,85330,23230,20170588,90,90,90,356501,T301,C,1118A,,K,F,341,Wallabout St,,0,408,d1,,Y,1100A,1230A,GREEN,,0,,0,15,21-No Parking (street clean),,,
5095797586,KHE1889,PA,PAS,03/28/2017,7,SDN,HONDA,V,0,0,0,0,,0,0,0,,,0529P,,BX,,,222ND ST (E/B) @ PAU,LDING AVE,0,1111,D,T,,,,,,2007,,0,,FAILURE TO STOP AT RED LIGHT,,,
